coverage_id,point_id,chapter_id,heading_id,explanation_status,example_ids_json,answer_template_ids_json,source_refs_json,draft_status,source_check_status,human_review_status,checked_by,checked_at,blockers_json,updated_at
4PH1:issue4:2.16:charge-current-units,4PH1:issue4:2.16,electricity,charge-current-units,partial,"[""charge-current-units:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.17:parallel-branches,4PH1:issue4:2.17,electricity,parallel-branches,partial,"[""parallel-branches:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.18:parallel-branches,4PH1:issue4:2.18,electricity,parallel-branches,partial,"[""parallel-branches:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.19:series-circuit-calculations,4PH1:issue4:2.19,electricity,series-circuit-calculations,partial,"[""series-circuit-calculations:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.20:voltage-energy-charge,4PH1:issue4:2.20,electricity,voltage-energy-charge,partial,"[""voltage-energy-charge:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.21:voltage-energy-charge,4PH1:issue4:2.21,electricity,voltage-energy-charge,partial,"[""voltage-energy-charge:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.22P:electrostatic-charge-transfer,4PH1:issue4:2.22P,electricity,electrostatic-charge-transfer,partial,"[""electrostatic-charge-transfer:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.23P:investigate-friction-charging,4PH1:issue4:2.23P,electricity,investigate-friction-charging,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.24P:electrostatic-charge-transfer,4PH1:issue4:2.24P,electricity,electrostatic-charge-transfer,partial,"[""electrostatic-charge-transfer:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.24P:investigate-friction-charging,4PH1:issue4:2.24P,electricity,investigate-friction-charging,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.25P:electrostatic-forces,4PH1:issue4:2.25P,electricity,electrostatic-forces,partial,"[""electrostatic-forces:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.25P:investigate-friction-charging,4PH1:issue4:2.25P,electricity,investigate-friction-charging,partial,[],[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.26P:electrostatic-charge-transfer,4PH1:issue4:2.26P,electricity,electrostatic-charge-transfer,partial,"[""electrostatic-charge-transfer:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.26P:electrostatic-forces,4PH1:issue4:2.26P,electricity,electrostatic-forces,partial,"[""electrostatic-forces:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.27P:electrostatic-fuelling-hazards,4PH1:issue4:2.27P,electricity,electrostatic-fuelling-hazards,partial,"[""electrostatic-fuelling-hazards:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
4PH1:issue4:2.28P:electrostatic-printing,4PH1:issue4:2.28P,electricity,electrostatic-printing,partial,"[""electrostatic-printing:example""]",[],"[{""documentId"": ""4PH1-spec"", ""pdfPages"": [21], ""provenanceKind"": ""source-fact"", ""observation"": ""Specification scope reviewed; explanation and examples are original teaching content.""}]",drafted,agent-source-checked,not-reviewed,Codex Astra,2026-09-11,"[""Substatement audit pending"", ""Assessment-family and whole-chapter review incomplete""]",2026-09-11
